UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.202347660091881,630380.95
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.0706133717193586,630650
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.200895961515986,630856.11
BA,ILHEUS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0417098807109782,630919.13
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,0.176352203578077,631000
AC,RIO BRANCO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PT,0.832354511021553,631578.95
ES,VITORIA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.162587231203519,631659.36
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.0445844653754714,632000
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PMDB,0.0389369593992865,632000
BA,ILHEUS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0420685480330311,632885
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,0.288295812379137,633000.16
ES,VITORIA,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2013,Fernando Pimentel,PT,PSB,0.164984106750958,633434.37
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.862340475322315,633816.8
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0382988931013031,633847.6
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.202145000991971,634778.36
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.179277220015827,635898.63
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.26943467014164,636000
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.165870755744568,636838.54
PA,BELEM,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.085756469502168,637258.04
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0960366223696199,638227.22
PR,CURITIBA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0603389804260914,639000
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.030635692452684,639339.36
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.926017027138087,640000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0732061783141138,642646
RJ,NITEROI,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PMDB,0.0399922123237804,644380
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.20418954310815,645391.69
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PMDB,0.504522912373127,646046.13
PA,BELEM,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,0.0870647636529036,646980
RO,PORTO VELHO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PMDB,0.407994529597594,648715.79
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0148673259684155,649162
AP,MACAPA,MINISTERIO DA DEFESA,2014,Celso Amorim,PT,PSB,0.868277507883747,652000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0959696957788594,652047
PE,RECIFE,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,0.070308169231537,652300
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.096247724379594,653936.01
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.206940996245193,654088.34
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.844374220020787,655625.34
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.0957130422876814,655718.95
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.210778776350288,656646.71
PR,CURITIBA,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PMDB,0.0615370391494788,657600
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0151101491264969,659764.55
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.255095237487868,660000
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.511943800979992,661457.5
SP,CAMPINAS,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.0157891167796335,661583.24
PI,TERESINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.209681062837025,662749
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.513156423391956,663024.27
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PMDB,0.271501599818074,665000
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PMDB,0.040979758017887,665157.41
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PDT,1.06392769653803,666666.67
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,0.974717266232257,667000
RN,NATAL,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PSB,0.210975991222591,668400
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.176675195188858,669811
CE,FORTALEZA,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2011,Fernando Pimentel,PT,PSB,0.0785457730768067,670000
MA,SAO LUIS,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,0.0986530314155938,670278.39
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PMDB,0.286963915279501,670364.35
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,0.0473164955961201,670727.46
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0413510508820423,671184
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.175319771545615,673116.77
SP,SAO PAULO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.0160857544502464,674012.72
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,0.390576629977537,675000
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.177017410228794,675351.69
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.96859155856983,676660
RN,MOSSORO,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,0.197480729480634,679763.23
MT,CUIABA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,0.213688200261901,679980
PR,CASCAVEL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0636423919454604,680098.32
ES,VITORIA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,0.190720925572383,682412.25
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.113813071021286,683338.8
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.100586550404523,683415.3
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.191444151269387,685000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.290950312179887,686787.63
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0470631187418718,688880
AC,RIO BRANCO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.909347299502099,690000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.048676077704233,690000
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0751159748277416,691709.21
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,0.116955218264347,693111.71
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.180712388451635,693821
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.220018577880932,695423.28
PI,TERESINA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.218616865452366,696112.39
MS,CAMPO GRANDE,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PMDB,0.269125475549701,696300
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.178807900325489,699929.4
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0783774275480941,699991
AP,MACAPA,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PSB,0.952386135434751,700000
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.0425243085653738,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0783784352708333,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0783784352708333,700000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0783784352708333,700000
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0435682874255778,702000
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSB,0.176960391238915,702922.42
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.225754547824055,703301.27
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,0.179720065879475,703500
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,0.179720065879475,703500
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.07958464810488,703750.41
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.928832569393742,704785.15
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0656416358489864,707000
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PDT,0.107893134265382,708823.69
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,0.0807602508652884,708960
SE,ARACAJU,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.336307829910648,709901.1
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PSB,0.0841000756520866,710689.96
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0809656224426376,710762.87
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,1.03038620697638,712132.88
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PSB,0.185707744455725,713000
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.0437270861293654,715776.5
SP,CAMPINAS,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0164918770339707,720095.86
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PMDB,0.0447307520178106,720730.37
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,0.328830270779382,722000.13
BA,VITORIA DA CONQUISTA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,0.0513198134711012,723472.5
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.213240130973083,723602.45
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PT,0.277391315009174,723990.5
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.256690221331579,732176
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.187127291622439,732495
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.946651675611072,735040
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0519633517105514,736598.23
SE,ARACAJU,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.33587136817962,737460
GO,GOIANIA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PP,0.126261848596646,738000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.0863865570697707,738415.79
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0446500863080319,738960
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0858853788720783,739130
RN,MOSSORO,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,0.21543507230167,741565.22
PE,RECIFE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0832668882014478,743658.91
AC,RIO BRANCO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PT,0.960316434910614,745650.18
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PT,1.00071545804723,746909
SE,ARACAJU,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.354025147013052,747300
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.285429771912888,747728.1
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.0849961681022663,748838
MT,CACERES,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PDT,0.229517860434863,749487.36
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.0465473156256173,750000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.087741782718823,750000
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PT,0.0991398335652322,752280.79
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.942735898485774,757500.55
PE,RECIFE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSB,0.0810589445481641,757509.86
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.127080992897288,763000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PSD,0.112139358193568,764699.59
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PSD,0.112248048521892,765440.77
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0712446768300716,767348.13
SP,BOTUCATU,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0176093539001498,768889
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,0.0526051002079336,770000
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PSB,0.0883551911029226,771711.38
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0176795724610316,771955
DF,BRASILIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,0.278278676918919,776331
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,1.0613881136965,777777.78
BA,SALVADOR,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,0.054919313757602,778500
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,0.0532882833275172,780000
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2016,Aloizio Mercadante,PT,PT,0.0513215855843626,780290
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PSB,0.0887325102955514,780494
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0484653089373266,780903.93
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0909873047947334,783037.2
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,1.12584468696053,786517.35
BA,ILHEUS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.052379209256071,788000
PE,RECIFE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.089713624666525,790400
MS,CAMPO GRANDE,MINISTERIO DO MEIO AMBIENTE,2009,Carlos Minc,PT,PMDB,0.335086070820649,790970
PB,JOAO PESSOA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PSB,0.207537276835036,791790.2
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.317278674441776,794811
DF,BRASILIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.279332611594841,796760.52
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.23485509533446,796950
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0482493560130185,798528
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSDB,0.0179954867597173,798936.34
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,1.15742804558319,799935.56
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.211014982063726,800000
PE,RECIFE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.0895753545952381,800000
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.204372498512551,800000
SE,ARACAJU,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2011,Tereza Campello,PT,PT,0.383040846824766,800472.25
BA,SALVADOR,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.0547730984895914,801733.78
CE,FORTALEZA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.0932092928135645,802159.64
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.257544288821952,803284.5
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PMDB,0.324367048448761,803620.66
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.119697629571688,803687.47
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,0.0942232878135178,803730.11
PI,TERESINA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.251623680086943,803866.7
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0916673057224771,804708.41
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.237788758016001,806905
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.322982709589444,809100.11
SP,SAO PAULO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.0194725780421389,809804
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PSD,0.118869856977148,810596.14
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.510012194884186,810925
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0539687261555781,811912.91
PI,TERESINA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.253431599224476,812001.94
PE,RECIFE,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.0876942703746295,813603.5
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2014,Tereza Campello,PT,PSB,0.0920246039966341,813754.34
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.0494927493927681,814708.71
MT,CUIABA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.26522367713506,815791.43
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0913920547556228,816225
BA,SALVADOR,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.0541207431709827,818650.44
PE,RECIFE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSB,0.0930789627452369,820049.49
SP,SAO PAULO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PSDB,0.0188810468492696,824415.78
PE,RECIFE,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0933121683583944,827193.99
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.0741732121597884,828072.93
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PDT,1.35200370537083,829000
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.264235622737679,829050.1
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.215997346957805,829292.87
BA,SALVADOR,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.0548895700098854,830280
ES,VITORIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,0.232393636005139,831520
MS,CAMPO GRANDE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.35246715311769,831998.01
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.212467402066744,837947
AC,RIO BRANCO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,1.07987190632393,838480.58
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PSB,0.0911422102285376,839287.6
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0558180040503486,839733.7
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PMDB,0.24131433576649,840000
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.214593167163164,840008
AC,RIO BRANCO,MINISTERIO DA DEFESA,2013,Celso Amorim,PT,PT,1.08454010042977,842105.26
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0943005810753253,842201.13
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0943739679239613,842856.55
BA,SALVADOR,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.0557304855209488,843000
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,0.0785628267446335,843196.75
PI,TERESINA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.26365421588076,844755.49
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.125205141779853,850681.42
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,0.666360017774182,853280
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PMDB,0.0517331902358571,856185.54
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.217737586161868,858732
SE,ARACAJU,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.391237307928087,859024.89
RN,NATAL,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PSD,0.249917491121166,860259.74
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.24311405117489,862328.7
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2008,Patrus Ananias,PT,PT,1.27045184855155,864000
