UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Transferencia_percapita,Vl_Liberado
SP,MARILIA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.00639832076553849,281752
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.0743298058662165,281799.16
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.019893419142439,281996
AC,RIO BRANCO,MINISTERIO DA DEFESA,2014,Celso Amorim,PT,PT,0.357374563505172,282362
ES,VITORIA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0796472694066811,282509.9
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PCdoB,0.0409748153345169,282900
SP,SAO PAULO,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSDB,0.00648131630898906,282998.05
MA,SAO LUIS,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0421824359122913,283226.12
ES,VITORIA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.0739001100702564,283729.57
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0911297316620792,284235
AP,MACAPA,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PDT,0.371045261445794,284472.61
AP,MACAPA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.41831819623236,286255.56
AM,MANAUS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0845563509302997,286930.9
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0484420295968817,287082
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0179500911562082,287388.66
BA,SALVADOR,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PT,0.0203309394814559,288198
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.108833618019341,288249.32
SP,BOTUCATU,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.00655813571765055,288789.5
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.0435075662104545,289136.71
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0763847858197932,289590
SP,SAO PAULO,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PSDB,0.00700753254171252,290000
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.0270287400177214,290093.25
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,0.0382685839549883,290385
PA,BELEM,MINISTERIO DA JUSTICA,2010,Tarso Genro,PT,PT,0.0382776666238802,290453.92
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0337743366405202,290662.11
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PSB,0.0926051831515888,290800
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,0.168269612443829,290805.9
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.0179236656929346,290925.56
MT,CUIABA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PMDB,0.0934602238731232,291160
PE,RECIFE,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,0.0328509206577969,291216.94
ES,VITORIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0758769078019652,291319.22
MT,CUIABA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,0.0947679122145272,291493.02
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0194039179515581,291915.2
SP,SAO PAULO,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSDB,0.00657949985408754,292106.66
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0184187835433693,292349.6
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.392402344665885,292879.3
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PMDB,0.0178302093052542,293506.16
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,0.0386936718362674,293610.6
RN,NATAL,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PSD,0.0853363614575087,293742.69
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.372346573412766,294191.4
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PT,0.401811289136223,294444.5
AC,RIO BRANCO,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PT,0.372737219671915,294500.05
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,0.00702967615333578,294552
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PP,0.0498624369336686,295499.76
RR,BOA VISTA,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PP,0.584890114997083,295758.46
MT,CUIABA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0964006967802847,296515.24
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,0.0276331720515766,296580.48
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PSB,0.0337107116978213,297000
RO,PORTO VELHO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,Pepe Vargas,PT,PMDB,0.171853717190116,297000
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.127784113236914,298511.1
PE,RECIFE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.0338903727655587,298582.86
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0213178397185109,298906.64
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0835646733278052,299000
SP,CAMPINAS,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00719014587577259,299015.82
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,0.0779059250928408,299109.36
PA,BELEM,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0402692941211301,299241.93
SP,CAMPINAS,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00715835976036879,299944
RS,PORTO ALEGRE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PT,0.027951777593296,300000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.401942723161949,300000
RJ,RIO DE JANEIRO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PMDB,0.0183271256304302,300000
BA,SALVADOR,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.0212806209514949,300000
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.0786334347792012,300000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,0.379698291737385,300000
DF,BRASILIA,PRESIDENCIA DA REPÚBLICA,2014,Gilberto Carvalho,PT,PT,0.10517562225404,300000
SE,ARACAJU,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.143555574908974,300000
PB,CAMPINA GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0791306182738974,300000
PE,RECIFE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PSB,0.0325784189693274,300000
AP,MACAPA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PDT,0.478767461048277,300000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0189007785986736,300000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0189007785986736,300000
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0204954935875066,300000
BA,SALVADOR,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.0213958174885418,300000
SE,ARACAJU,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2015,Miguel Rossetto,PT,PMDB,0.133753199487993,300000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0321021344388167,300000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0321021344388167,300000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.0490296781544837,300000
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,0.143740177807935,300385.78
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PSB,0.0352758633059705,300905.16
BA,SALVADOR,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0198238850550127,301401.04
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,0.0502377980178363,301630
AP,MACAPA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.401773443492713,301696.5
BA,SALVADOR,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,0.0215467485774634,302116.27
RO,PORTO VELHO,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PMDB,0.191717070862326,302227.2
DF,BRASILIA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,0.114227560777064,302535.35
PR,CURITIBA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0285906051168777,302779.34
PR,CURITIBA,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0285906051168777,302779.34
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.234510866831108,303000
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.0958713032484716,303025.03
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.0794277137250205,303030.31
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,0.0281350078542492,303031
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.399374790784226,303040
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,0.383969454538091,303374.65
RS,PORTO ALEGRE,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PMDB,0.0270214106151758,303936.07
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSDB,0.00731086828994097,304036.29
BA,SALVADOR,MINISTERIO DA JUSTICA,2010,Tarso Genro,PT,PT,0.0217039172603768,304320
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSB,0.0769830184869752,305792.1
MG,BELO HORIZONTE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2015,Tereza Campello,PT,PT,0.0146616282129259,305975
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.045583210734559,306059.99
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.0455834073294755,306061.31
AC,RIO BRANCO,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,0.418344648488727,306560.03
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,0.0977442676659195,306937.82
TO,PALMAS,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PMDB,0.202925816070743,307458.18
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PSD,0.045138792143935,307810
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,0.0988742787294854,308026.6
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.0985589724432292,310000
PI,TERESINA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,0.0989316234280923,310666.37
CE,FORTALEZA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0350386250304482,312000
DF,BRASILIA,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,0.117801106424238,312000
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,0.0290141601171262,312500
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.0793936638619027,313119.48
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PMDB,0.01957336683483,313378
SP,MARILIA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00754769844305749,313885.32
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSB,0.0371672793323434,313991.22
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0336302623825155,314280.62
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0336450614664918,314418.92
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PMDB,0.0473168599380197,314452
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.0825651065181613,315000
ES,VITORIA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PSB,0.0810868434349219,315026.36
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PMDB,0.0463918216163811,315200
AC,RIO BRANCO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PT,0.416454705279222,316000
AC,RIO BRANCO,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PT,0.416454705279222,316000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.0354878381718642,316000
PI,TERESINA,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PT,0.0986987192371602,316233.46
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.100643841256468,316557.59
RJ,NITEROI,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.0195281820105703,316969.05
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.151728672307125,317080
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.419749441871621,318500
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.120374403631899,318815.46
SC,FLORIANOPOLIS,MINISTERIO DO TURISMO,2008,Luiz Barretto Filho,PT,PMDB,0.0528699546161005,320000
SE,ARACAJU,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.145833010727516,320200
AP,MACAPA,MINISTERIO DA DEFESA,2011,Celso Amorim,PT,PSB,0.468067531685618,320299.08
PI,TERESINA,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PT,0.102036444564552,320937.78
PE,RECIFE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,0.036614786221876,322585.64
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.0377860080869846,322987.58
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0545011001805511,322989.87
DF,BRASILIA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.123904575369244,323390.57
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0545871909960684,323500.07
MT,CUIABA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PMDB,0.103847857823362,323520.97
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,0.103087184949091,324242.7
PE,RECIFE,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0366408683870358,324814.08
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.116647985257518,325420
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.036440261972082,325449
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,0.0302524668303158,325837.31
ES,VITORIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,0.0934502390027068,325879.58
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PSB,0.0349125586011088,326263.9
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0552007525774935,327136.22
ES,VITORIA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PSB,0.0922480774668714,327205.13
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2014,Ideli Salvatti,PT,PT,0.414525699878876,327517.17
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.436349452399216,327660.04
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0441831673175419,328326
DF,BRASILIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PT,0.124342465939622,329325
SP,SAO PAULO,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.00747958955841431,329366
BA,SALVADOR,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.0232439487699097,329490.9
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0369498337705357,330000
AP,MACAPA,MINISTERIO DA DEFESA,2012,Celso Amorim,PT,PSB,0.472371965725835,330000
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,0.0444084392183038,330000
SC,FLORIANOPOLIS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.0539326459699321,330000
AP,MACAPA,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PDT,0.430427858334453,330000
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,0.0369498337705357,330000
SE,ARACAJU,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PT,0.156333866605523,330000
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.10440566600058,330000
SP,CAMPINAS,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSDB,0.00755777074070436,330000
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,0.442328306816279,330142.79
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,Tereza Campello,PT,PMDB,0.0201829792441026,330378.8
PI,TERESINA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.105458100514255,331700
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,0.0202777023820193,331929.34
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0206047191406348,331996.36
MS,CAMPO GRANDE,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PMDB,0.126772321719981,332100
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,Afonso Florense,PT,PSB,0.0375116435187561,332533.33
TO,PALMAS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PMDB,0.257746002286287,333020.98
SP,BOTUCATU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSDB,0.00801112403398648,333157.75
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,0.0221462513934831,333171.24
GO,ANAPOLIS,MINISTERIO DA EDUCACAO,2008,Fernando Haddad,PT,PP,0.0570288670856233,333333.5
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,0.0390509427620575,333800
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,0.106301387835793,333809
DF,BRASILIA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PT,0.126752706782474,335708.6
MT,CUIABA,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PDT,0.102827340248894,335781.24
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,0.160690368330109,335808
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.48068571232261,335808
AP,MACAPA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.48068571232261,335808
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,0.0376001508448971,335808
GO,GOIANIA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PP,0.056729325211346,336195
DF,BRASILIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,0.126980470690934,336311.84
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,Afonso Florense,PT,PT,0.443690843004484,336666.4
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.016143100749764,336892
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,0.016143100749764,336892
PE,RECIFE,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PSB,0.0382533969501,337022.22
SP,MARILIA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00804434591747796,337067.9
MT,CUIABA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,0.108360607009966,337579.7
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PSB,0.0885359529101055,337779.8
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSDB,0.030952977645122,337824.76
SE,ARACAJU,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,0.152506742284781,338500
CE,SOBRAL,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PSB,0.0393630296519698,338758.43
PI,TERESINA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,0.106758765089509,339937.63
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,0.438403375305713,340404
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,0.108395316859148,340938.5
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0211659922581263,341039.95
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0211659922581263,341039.95
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,0.0211659922581263,341039.95
SP,CAMPINAS,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,0.00814332155825825,341215.1
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PCdoB,0.0495224601806339,341915
SP,CAMPINAS,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.0077676577411615,342051.17
PI,TERESINA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,0.108812971632502,342252.16
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.215464371001207,342590.72
PI,TERESINA,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,0.109949262828169,342933.4
MT,CUIABA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PMDB,0.110100364776063,342999.63
RS,PORTO ALEGRE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,Afonso Florense,PT,PT,0.0320019873713869,343469.97
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2015,Renato Janine Ribeiro,PT,PSD,0.05046737515746,344146.62
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2009,Guilherme Cassel ,PT,PMDB,0.146103915360233,344878
AP,MACAPA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,0.459441319355664,345000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,0.0582263351500936,345066.73
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2015,Patrus Ananias,PT,PT,0.0388322300097064,345780
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,0.197824345121705,345902
SP,BOTUCATU,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSDB,0.00786433721452224,346308.48
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2009,Fernando Haddad,PT,PMDB,0.0216460470859338,346562.5
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,0.0910837286192414,347500
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PMDB,0.0217614151875787,348043
