UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,250000
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,350000
RO,PORTO VELHO,MINISTERIO DO MEIO AMBIENTE,2012,nao,nao,1692313.01
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,400000
PE,RECIFE,MINISTERIO DA SAUDE,2012,nao,nao,250000
MA,SAO LUIS,MINISTERIO DO MEIO AMBIENTE,2012,nao,nao,1648715.25
RR,BOA VISTA,MINISTERIO DA DEFESA,2012,nao,nao,3329972.36
RR,BOA VISTA,MINISTERIO DA DEFESA,2012,nao,nao,1100000
CE,FORTALEZA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,nao,nao,222978.38
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,nao,nao,330000
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,341250
AM,MANAUS,MINISTERIO DA SAUDE,2012,nao,nao,600000
PR,CURITIBA,MINISTERIO DA SAUDE,2012,nao,nao,14582311.85
PE,RECIFE,MINISTERIO DA SAUDE,2012,nao,nao,600000
TO,PALMAS,MINISTERIO DA JUSTICA,2012,nao,nao,615415.17
TO,PALMAS,MINISTERIO DA JUSTICA,2012,nao,nao,1117466.3
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,nao,nao,249500
CE,FORTALEZA,MINISTERIO DA SAUDE,2012,nao,nao,3687850.94
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,414890
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,277802
MG,BELO HORIZONTE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,250000
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,325449
PR,CURITIBA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,201635.4
SC,FLORIANOPOLIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,408467
DF,BRASILIA,MINISTERIO DO ESPORTE,2012,nao,nao,1665297.57
AP,MACAPA,MINISTERIO DA JUSTICA,2012,nao,nao,7385984.89
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2012,nao,nao,8493398.46
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,243750
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,487500
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,390000
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,243750
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,341250
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,264267.61
PI,TERESINA,MINISTERIO DO ESPORTE,2012,nao,nao,243750
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,1000000
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,1650000
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,nao,nao,306061.31
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,nao,nao,255051.26
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2012,nao,nao,306059.99
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2012,nao,nao,2928311.02
PA,BELEM,MINISTERIO DA JUSTICA,2012,nao,nao,3958031.19
GO,GOIANIA,MINISTERIO DO ESPORTE,2012,nao,nao,352582.45
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2012,nao,nao,12585060.81
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,557571
RR,BOA VISTA,MINISTERIO DA DEFESA,2012,nao,nao,4307841.76
MG,BELO HORIZONTE,MINISTERIO DO TRABALHO E EMPREGO,2012,nao,nao,369576.19
PR,MARINGA,MINISTERIO DA SAUDE,2012,nao,nao,338752.6
GO,GOIANIA,MINISTERIO DA SAUDE,2012,nao,nao,1302716.72
PE,RECIFE,MINISTERIO DA SAUDE,2012,nao,nao,220000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,nao,nao,23278375.95
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,nao,nao,6588350.76
RN,NATAL,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2012,nao,nao,430000
ES,VITORIA,MINISTERIO DO TURISMO,2012,nao,nao,606155
MT,CUIABA,MINISTERIO DA JUSTICA,2012,nao,nao,7360322.81
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2012,nao,nao,150000
AL,ARAPIRACA,MINISTERIO DA CULTURA,2013,nao,nao,312500
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,2277015.69
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,300000
PE,RECIFE,MINISTERIO DA CULTURA,2013,nao,nao,947500
MG,BELO HORIZONTE,MINISTERIO DAS CIDADES,2012,nao,nao,246550
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,401000
MA,SAO LUIS,MINISTERIO DA CULTURA,2012,nao,nao,150200
PI,TERESINA,MINISTERIO DA CULTURA,2013,nao,nao,107474
AL,MACEIO,MINISTERIO DO TURISMO,2013,nao,nao,1524333.33
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,3387876.56
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,2356051.35
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,1097333.33
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,2196222.22
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,650931.98
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,1097333.33
BA,SALVADOR,MINISTERIO DAS CIDADES,2012,nao,nao,1401837.04
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2012,nao,nao,540000
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,2398000
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,1000000
GO,GOIANIA,MINISTERIO DO TURISMO,2012,nao,nao,74644.5
AM,MANAUS,MINISTERIO DA SAUDE,2012,nao,nao,50000
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,9000000
TO,PALMAS,MINISTERIO DA SAUDE,2012,nao,nao,16000000
RO,PORTO VELHO,MINISTERIO DA SAUDE,2012,nao,nao,15200000
AP,MACAPA,MINISTERIO DA SAUDE,2012,nao,nao,5000000
PI,TERESINA,MINISTERIO DA CULTURA,2013,nao,nao,1246807.95
PI,TERESINA,MINISTERIO DAS CIDADES,2012,nao,nao,493100
GO,GOIANIA,MINISTERIO DA SAUDE,2012,nao,nao,1100000
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,nao,nao,299000
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,568137.24
TO,PALMAS,MINISTERIO DA EDUCACAO,2013,nao,nao,467353.46
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,nao,nao,598816.72
MT,CACERES,MINISTERIO DA EDUCACAO,2013,nao,nao,5984215.57
GO,GOIANIA,MINISTERIO DE MINAS E ENERGIA,2013,nao,nao,720000
PE,RECIFE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,4745262.96
PB,JOAO PESSOA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,3373588.23
RO,PORTO VELHO,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,1814303.84
RN,NATAL,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,2769552
AM,MANAUS,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,3683750
PB,JOAO PESSOA,MINISTERIO DA EDUCACAO,2013,nao,nao,398787.93
PI,TERESINA,MINISTERIO DA EDUCACAO,2013,nao,nao,6766669.29
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2013,nao,nao,1332786.69
MT,CUIABA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,1497588
RO,PORTO VELHO,MINISTERIO DA EDUCACAO,2013,nao,nao,361489.15
PR,CURITIBA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,21051420.22
TO,PALMAS,MINISTERIO DA EDUCACAO,2013,nao,nao,154642.1
RR,BOA VISTA,MINISTERIO DA EDUCACAO,2013,nao,nao,275139.64
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2013,nao,nao,293217.46
PR,JACAREZINHO,MINISTERIO DA EDUCACAO,2013,nao,nao,594263.48
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2013,nao,nao,234974
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2013,nao,nao,333631.31
MG,MONTES CLAROS,MINISTERIO DA EDUCACAO,2013,nao,nao,151515.15
RN,MOSSORO,MINISTERIO DA EDUCACAO,2013,nao,nao,1159675.78
GO,ANAPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,528181.41
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,1132422.92
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2013,nao,nao,899632.14
PR,MARINGA,MINISTERIO DA EDUCACAO,2013,nao,nao,401415.24
PR,LONDRINA,MINISTERIO DA EDUCACAO,2013,nao,nao,1634444.26
PI,TERESINA,MINISTERIO DA EDUCACAO,2013,nao,nao,339937.63
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,21987103.3
MG,BELO HORIZONTE,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,145109491.13
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,nao,nao,653936.01
MA,SAO LUIS,MINISTERIO DO ESPORTE,2013,nao,nao,5150000
GO,GOIANIA,MINISTERIO DO ESPORTE,2013,nao,nao,785292.46
MT,CUIABA,MINISTERIO DA JUSTICA,2013,nao,nao,116548
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2013,nao,nao,3854536.71
PR,GUARAPUAVA,MINISTERIO DA EDUCACAO,2014,nao,nao,189901.8
MG,BELO HORIZONTE,MINISTERIO DA EDUCACAO,2013,nao,nao,293230
PE,RECIFE,MINISTERIO DA JUSTICA,2013,nao,nao,124864.09
MT,CUIABA,MINISTERIO DA EDUCACAO,2013,nao,nao,404652.23
RN,NATAL,MINISTERIO DA EDUCACAO,2013,nao,nao,374716.64
PA,BELEM,MINISTERIO DA EDUCACAO,2013,nao,nao,566900
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,165320.52
AP,MACAPA,MINISTERIO DA EDUCACAO,2013,nao,nao,368767.99
MT,CACERES,MINISTERIO DA EDUCACAO,2013,nao,nao,500944.9
AM,MANAUS,MINISTERIO DA EDUCACAO,2013,nao,nao,373421.34
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,nao,nao,188283.24
MA,SAO LUIS,MINISTERIO DA EDUCACAO,2013,nao,nao,160202.35
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2013,nao,nao,171028.1
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,109116.92
GO,GOIANIA,MINISTERIO DA EDUCACAO,2013,nao,nao,382242.22
PI,TERESINA,MINISTERIO DA EDUCACAO,2013,nao,nao,405297.41
AL,ARAPIRACA,MINISTERIO DA EDUCACAO,2013,nao,nao,232201.7
PR,CURITIBA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,1430000
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,260468.39
AM,MANAUS,MINISTERIO DA JUSTICA,2013,nao,nao,112028.77
MS,CAMPO GRANDE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,2915681.47
ES,VITORIA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,4771776.49
TO,PALMAS,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,2645250
PA,BELEM,MINISTERIO DA EDUCACAO,2013,nao,nao,1937675.61
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2013,nao,nao,225000
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,117899.22
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,1531000
AM,MANAUS,MINISTERIO DA EDUCACAO,2013,nao,nao,491184.61
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,424784.67
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,nao,nao,267510.3
ES,VITORIA,MINISTERIO DA EDUCACAO,2013,nao,nao,283729.57
PR,CURITIBA,MINISTERIO DA EDUCACAO,2013,nao,nao,416713.13
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,64540.95
MS,CAMPO GRANDE,MINISTERIO DA EDUCACAO,2013,nao,nao,417154.14
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,331929.34
SE,ARACAJU,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,3406996.22
AM,MANAUS,MINISTERIO DO ESPORTE,2013,nao,nao,6478691.8
GO,GOIANIA,MINISTERIO DO TURISMO,2013,nao,nao,160875
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,22267903.75
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,13700000
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,111922.37
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,nao,nao,125512.08
MT,CUIABA,MINISTERIO DO ESPORTE,2013,nao,nao,3657964.13
PA,BELEM,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,106339.03
PI,TERESINA,MINISTERIO DO ESPORTE,2013,nao,nao,219375
GO,GOIANIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,225867.22
PE,OLINDA,MINISTERIO DO TURISMO,2013,nao,nao,400108.4
SC,FLORIANOPOLIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,3656250
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,677145
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,4358590.78
AM,MANAUS,MINISTERIO DO ESPORTE,2013,nao,nao,21143.46
BA,SALVADOR,MINISTERIO DAS CIDADES,2013,nao,nao,1731150.6
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,327858.76
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,315000
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,235947.68
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,148655.49
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,686716.34
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,184668.73
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,183351.43
PE,RECIFE,MINISTERIO DO ESPORTE,2013,nao,nao,148571.24
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,263157.89
PE,OLINDA,MINISTERIO DO TURISMO,2013,nao,nao,1685839.58
AP,MACAPA,MINISTERIO DA DEFESA,2013,nao,nao,360000
AP,MACAPA,MINISTERIO DA DEFESA,2013,nao,nao,100000
AP,MACAPA,MINISTERIO DA DEFESA,2013,nao,nao,140000
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,111200
TO,PALMAS,MINISTERIO DA JUSTICA,2013,nao,nao,222100
AP,MACAPA,MINISTERIO DA JUSTICA,2013,nao,nao,549700
AC,RIO BRANCO,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,898632.87
AC,RIO BRANCO,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2013,nao,nao,1790117.89
SE,ARACAJU,MINISTERIO DA CULTURA,2015,nao,nao,1157200
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,137822.84
PR,LONDRINA,MINISTERIO DA EDUCACAO,2013,nao,nao,250000
MT,CACERES,MINISTERIO DA EDUCACAO,2013,nao,nao,520711.51
SC,FLORIANOPOLIS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1889100
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2013,nao,nao,2773433.52
AM,MANAUS,MINISTERIO DA SAUDE,2013,nao,nao,2113232.98
BA,SALVADOR,MINISTERIO DO ESPORTE,2013,nao,nao,9744856.31
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,1600194
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,nao,nao,487971
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,1474000
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,473794.98
DF,BRASILIA,MINISTERIO DO ESPORTE,2013,nao,nao,7777777.78
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,588940.1
DF,BRASILIA,MINISTERIO DA CULTURA,2015,nao,nao,900000
PE,RECIFE,MINISTERIO DO ESPORTE,2013,nao,nao,397557.84
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,12611116.41
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2199862.78
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,230129.48
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,873118.96
MG,OURO PRETO,MINISTERIO DA JUSTICA,2013,nao,nao,440961.55
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,399856.75
PR,LONDRINA,MINISTERIO DO ESPORTE,2013,nao,nao,5255825.7
RR,BOA VISTA,MINISTERIO DA EDUCACAO,2013,nao,nao,1016026.83
PE,RECIFE,MINISTERIO DA JUSTICA,2013,nao,nao,300000
AP,MACAPA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,170000
PI,TERESINA,MINISTERIO DA CULTURA,2013,nao,nao,951988
RN,NATAL,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,2091655.91
GO,GOIANIA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,177225
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,205670
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,210623.3
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,200000
MG,BELO HORIZONTE,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,224702.58
CE,FORTALEZA,MINISTERIO DA JUSTICA,2013,nao,nao,261111.11
RN,MOSSORO,MINISTERIO DA EDUCACAO,2013,nao,nao,253452.44
AP,MACAPA,MINISTERIO DA DEFESA,2013,nao,nao,500000
MS,DOURADOS,MINISTERIO DA INTEGRACAO NACIONAL,2013,nao,nao,315789.47
GO,ANAPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,387469.76
PR,MARINGA,MINISTERIO DA EDUCACAO,2013,nao,nao,694444.5
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2013,nao,nao,720439.86
CE,CRATO,MINISTERIO DA EDUCACAO,2013,nao,nao,183400
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,691709.21
PR,LONDRINA,MINISTERIO DA EDUCACAO,2013,nao,nao,192000
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,541667
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,294624.11
PE,RECIFE,MINISTERIO DO MEIO AMBIENTE,2013,nao,nao,7821860.37
AP,MACAPA,MINISTERIO DA JUSTICA,2013,nao,nao,165000.16
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2013,nao,nao,193645.84
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,135000
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,337871.65
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,123750
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,111792.81
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,107767
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,128283
RJ,RIO DE JANEIRO,MINISTERIO DA EDUCACAO,2013,nao,nao,2673629.27
CE,FORTALEZA,MINISTERIO DA EDUCACAO,2013,nao,nao,1116954.33
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2014,nao,nao,611111.11
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,200811.66
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,195936.35
SP,SAO PAULO,MINISTERIO DO TURISMO,2013,nao,nao,309854.77
PR,LONDRINA,MINISTERIO DA EDUCACAO,2013,nao,nao,1827713.07
SC,FLORIANOPOLIS,MINISTERIO DE MINAS E ENERGIA,2013,nao,nao,1041089.25
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2014,nao,nao,1693493.15
PR,MARINGA,MINISTERIO DO ESPORTE,2013,nao,nao,141567.39
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,372800
AL,MACEIO,MINISTERIO DO ESPORTE,2013,nao,nao,973238.32
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,1150587.08
TO,PALMAS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,1605526
PR,CURITIBA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,1246540.4
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2013,nao,nao,500000
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,741565.9
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,689554.03
GO,GOIANIA,MINISTERIO DA JUSTICA,2013,nao,nao,686658
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,nao,nao,402037.7
PB,CAMPINA GRANDE,MINISTERIO DA EDUCACAO,2014,nao,nao,477367.34
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2014,nao,nao,6018503.5
AL,MACEIO,MINISTERIO DO ESPORTE,2013,nao,nao,537289
PB,CAMPINA GRANDE,MINISTERIO DA SAUDE,2013,nao,nao,1760236.11
PB,CAMPINA GRANDE,MINISTERIO DA SAUDE,2013,nao,nao,5000000
RN,NATAL,MINISTERIO DA JUSTICA,2013,nao,nao,3491799
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,7968600
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,722899.95
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,4526267
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2013,nao,nao,32000
RJ,RIO DE JANEIRO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,1002477
SC,FLORIANOPOLIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,800892.6
SC,FLORIANOPOLIS,MINISTERIO DA EDUCACAO,2013,nao,nao,1161838.52
AP,MACAPA,MINISTERIO DA DEFESA,2013,nao,nao,1112000
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,840008
AL,MACEIO,MINISTERIO DO TURISMO,2013,nao,nao,308152
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,nao,nao,348556.75
PR,CAMPO MOURAO,MINISTERIO DA EDUCACAO,2013,nao,nao,165290
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2013,nao,nao,278859.34
PR,MARINGA,MINISTERIO DA EDUCACAO,2013,nao,nao,181869.58
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2013,nao,nao,828326.09
AL,MACEIO,MINISTERIO DA JUSTICA,2013,nao,nao,579986.5
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2013,nao,nao,4773746.35
ES,VITORIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2013,nao,nao,2762500
PB,CAMPINA GRANDE,MINISTERIO DA SAUDE,2013,nao,nao,3847569.12
RR,BOA VISTA,MINISTERIO DA JUSTICA,2013,nao,nao,106943.74
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,18153630.87
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,5916050.55
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,nao,nao,18535736.95
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2013,nao,nao,2716350
MT,CUIABA,MINISTERIO DA JUSTICA,2013,nao,nao,2692461.94
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2013,nao,nao,298.41
SC,FLORIANOPOLIS,PRESIDENCIA DA REPÚBLICA,2013,nao,nao,335283
AP,MACAPA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2013,nao,nao,1497891.76
MS,DOURADOS,MINISTERIO DA EDUCACAO,2013,nao,nao,275000
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2013,nao,nao,2589854.7
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,117678
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,500000
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,nao,nao,350000
AM,MANAUS,MINISTERIO DA DEFESA,2013,nao,nao,2842105.26
RJ,CAMPOS DOS GOYTACAZES,MINISTERIO DA EDUCACAO,2013,nao,nao,715776.5
RN,MOSSORO,MINISTERIO DA EDUCACAO,2013,nao,nao,425785.1
