UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Vl_Liberado
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,110506.9
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,121086
PR,CASCAVEL,MINISTERIO DA EDUCACAO,2011,nao,nao,815906.56
PR,PONTA GROSSA,MINISTERIO DA EDUCACAO,2011,nao,nao,202878
MS,CAMPO GRANDE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,300000
PR,MARINGA,MINISTERIO DO ESPORTE,2011,nao,nao,156539.25
RN,NATAL,MINISTERIO DA JUSTICA,2011,nao,nao,159018.26
AP,MACAPA,MINISTERIO DA JUSTICA,2011,nao,nao,168283.86
CE,FORTALEZA,MINISTERIO DA CULTURA,2011,nao,nao,150000
AM,MANAUS,MINISTERIO DO ESPORTE,2011,nao,nao,633750
PI,TERESINA,MINISTERIO DO ESPORTE,2011,nao,nao,170625
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,nao,nao,331996.36
AL,MACEIO,MINISTERIO DA JUSTICA,2011,nao,nao,118510.42
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,119031
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,121670.88
PI,TERESINA,MINISTERIO DO ESPORTE,2011,nao,nao,356674.06
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,977119
GO,GOIANIA,MINISTERIO DA JUSTICA,2011,nao,nao,602234.29
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,180000
PR,MARINGA,MINISTERIO DA SAUDE,2011,nao,nao,150000
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,306937.82
CE,FORTALEZA,MINISTERIO DO ESPORTE,2011,nao,nao,189581.47
GO,GOIANIA,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,333350
GO,GOIANIA,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,112270
ES,VITORIA,MINISTERIO DO ESPORTE,2011,nao,nao,10718296.91
AL,MACEIO,MINISTERIO DA CULTURA,2011,nao,nao,10493345.14
AM,MANAUS,MINISTERIO DO ESPORTE,2011,nao,nao,487500
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,766022.25
PR,CASCAVEL,MINISTERIO DA SAUDE,2011,nao,nao,200000
GO,GOIANIA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,512986.41
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,2206444.5
AL,MACEIO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2011,nao,nao,500000
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,4056994
GO,GOIANIA,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,111400
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,1512000
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,963010.66
PB,JOAO PESSOA,MINISTERIO DO ESPORTE,2011,nao,nao,195000
ES,VITORIA,MINISTERIO DO ESPORTE,2011,nao,nao,3326050
AL,MACEIO,MINISTERIO DA JUSTICA,2011,nao,nao,809979.2
AL,MACEIO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,149184.06
PE,RECIFE,MINISTERIO DA SAUDE,2011,nao,nao,3850330.51
CE,FORTALEZA,MINISTERIO DO ESPORTE,2011,nao,nao,21435800
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1607599.75
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,168000
PR,CURITIBA,MINISTERIO DA JUSTICA,2011,nao,nao,136632.07
RN,NATAL,MINISTERIO DA JUSTICA,2011,nao,nao,287425.33
RJ,RIO DE JANEIRO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,720730.37
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,nao,nao,341039.95
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,nao,nao,341039.95
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,nao,nao,341039.95
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2011,nao,nao,204623.97
MG,BELO HORIZONTE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,2415775.76
AL,MACEIO,MINISTERIO DA JUSTICA,2011,nao,nao,329773
PR,CURITIBA,MINISTERIO DA JUSTICA,2011,nao,nao,311842.14
RN,NATAL,MINISTERIO DA JUSTICA,2011,nao,nao,225131.72
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,3656391.55
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,695084
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,2262867.2
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,141741.3
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,267024.74
CE,FORTALEZA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,5272600
MS,CAMPO GRANDE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,1243000
AM,MANAUS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,3120000
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,107684.91
PA,BELEM,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,7120000
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,634778.36
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,630856.11
PE,RECIFE,MINISTERIO DA JUSTICA,2011,nao,nao,1039158.55
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2011,nao,nao,2147000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2011,nao,nao,2129500
MT,CUIABA,MINISTERIO DA SAUDE,2011,nao,nao,914895
AL,MACEIO,MINISTERIO DA SAUDE,2011,nao,nao,100000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2011,nao,nao,1372742.31
PE,RECIFE,MINISTERIO DA JUSTICA,2011,nao,nao,145027.29
GO,GOIANIA,MINISTERIO DA JUSTICA,2011,nao,nao,111892.86
PE,RECIFE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,4919146.74
MG,BELO HORIZONTE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,6120000
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,161503.33
SC,FLORIANOPOLIS,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,5120000
SC,FLORIANOPOLIS,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,341000
PA,BELEM,MINISTERIO DO ESPORTE,2011,nao,nao,54166.66
PA,BELEM,MINISTERIO DO ESPORTE,2011,nao,nao,54166.66
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,130494.72
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,112910
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,143200
TO,PALMAS,MINISTERIO DO ESPORTE,2011,nao,nao,790888
AL,MACEIO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,293900
AM,MANAUS,MINISTERIO DA SAUDE,2011,nao,nao,1200000
PR,CASCAVEL,MINISTERIO DA SAUDE,2011,nao,nao,200000
MS,CAMPO GRANDE,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,903287.96
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,5150000.13
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,nao,nao,3416149.6
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,nao,nao,2596493
GO,GOIANIA,MINISTERIO DO ESPORTE,2011,nao,nao,1374725
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2011,nao,nao,3134000
MS,CAMPO GRANDE,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,3975838.47
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,nao,nao,441437.34
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,nao,nao,142151
GO,ANAPOLIS,MINISTERIO DA JUSTICA,2011,nao,nao,371607.32
ES,VITORIA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,932514.07
PR,LONDRINA,MINISTERIO DA JUSTICA,2011,nao,nao,300000
PR,CURITIBA,MINISTERIO DA JUSTICA,2011,nao,nao,258018.42
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,nao,nao,116646.54
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,nao,nao,1324086.54
MT,CUIABA,MINISTERIO DA SAUDE,2011,nao,nao,12700000
PA,BELEM,MINISTERIO DA SAUDE,2011,nao,nao,1108280
PB,CAMPINA GRANDE,MINISTERIO DA JUSTICA,2011,nao,nao,300000
AP,MACAPA,MINISTERIO DA DEFESA,2011,nao,nao,500000
MT,CUIABA,MINISTERIO DA SAUDE,2011,nao,nao,100000
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,nao,nao,121367.86
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,9456357.17
GO,GOIANIA,MINISTERIO DO ESPORTE,2011,nao,nao,785132.71
ES,VITORIA,MINISTERIO DA CULTURA,2011,nao,nao,300000
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,1425398.2
MT,CUIABA,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",2013,nao,nao,27600000
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,1249500
PI,TERESINA,MINISTERIO DA JUSTICA,2011,nao,nao,607000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,nao,nao,2030589.07
PE,RECIFE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,3709157.52
AP,MACAPA,MINISTERIO DO ESPORTE,2011,nao,nao,500000
AP,MACAPA,MINISTERIO DO ESPORTE,2011,nao,nao,329759.31
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2011,nao,nao,194400
PR,CURITIBA,MINISTERIO DA SAUDE,2011,nao,nao,821368
PR,LONDRINA,MINISTERIO DA SAUDE,2011,nao,nao,3250000
PI,TERESINA,MINISTERIO DO ESPORTE,2011,nao,nao,596726.62
PE,RECIFE,MINISTERIO DA SAUDE,2011,nao,nao,211151.73
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,nao,nao,600601.82
PA,BELEM,MINISTERIO DA SAUDE,2011,nao,nao,167990
GO,GOIANIA,MINISTERIO DO ESPORTE,2011,nao,nao,206160.08
PR,CURITIBA,MINISTERIO DO ESPORTE,2011,nao,nao,130855.2
MA,SAO LUIS,MINISTERIO DO ESPORTE,2011,nao,nao,3131880
SC,FLORIANOPOLIS,MINISTERIO DA SAUDE,2011,nao,nao,118795.34
AL,MACEIO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,367796
PA,BELEM,MINISTERIO DO ESPORTE,2011,nao,nao,54166.66
PA,BELEM,MINISTERIO DO ESPORTE,2011,nao,nao,54166.66
TO,PALMAS,MINISTERIO DO ESPORTE,2011,nao,nao,56071.37
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2011,nao,nao,3500000
SC,FLORIANOPOLIS,MINISTERIO DA JUSTICA,2011,nao,nao,3694245.14
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,3535000
AL,MACEIO,MINISTERIO DA JUSTICA,2011,nao,nao,3111112
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,8052979.3
TO,PALMAS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,145000
PR,GUARAPUAVA,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,276715.23
PE,RECIFE,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,1748356
PA,BELEM,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,371022.22
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2011,nao,nao,500000
PR,CASCAVEL,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2011,nao,nao,669585
TO,PALMAS,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,623000
CE,FORTALEZA,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,225110.85
AL,MACEIO,MINISTERIO DA SAUDE,2011,nao,nao,100000
TO,PALMAS,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,154100.1
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,933472.8
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,964800
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,168375.77
PE,RECIFE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,1769601.93
RS,PORTO ALEGRE,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,1485770
PE,RECIFE,MINISTERIO DA JUSTICA,2011,nao,nao,4644175.07
AM,MANAUS,MINISTERIO DA JUSTICA,2011,nao,nao,2918603.08
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,290800
PB,CABEDELO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,669811
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,803620.66
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,nao,nao,880000
PE,RECIFE,MINISTERIO DA CULTURA,2012,nao,nao,1323932.11
GO,GOIANIA,MINISTERIO DA CULTURA,2012,nao,nao,700000
AM,MANAUS,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,2500000
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,nao,nao,3476144.59
ES,VITORIA,PRESIDENCIA DA REPÚBLICA,2012,nao,nao,7830555.21
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,325110.72
PA,BELEM,MINISTERIO DAS CIDADES,2011,nao,nao,547888.89
MS,CAMPO GRANDE,MINISTERIO DAS CIDADES,2011,nao,nao,2941026.53
MT,CUIABA,MINISTERIO DAS CIDADES,2011,nao,nao,301338.89
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,183779.91
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,216700
AM,MANAUS,MINISTERIO DO ESPORTE,2011,nao,nao,731250
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,314452
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,nao,nao,111635
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,nao,nao,7655759.33
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,nao,nao,141615.55
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,547800
AL,MACEIO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,479541
MS,CAMPO GRANDE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,1797628
MT,CUIABA,MINISTERIO DAS CIDADES,2011,nao,nao,692932.95
MT,CUIABA,MINISTERIO DAS CIDADES,2011,nao,nao,480167.57
MT,CUIABA,MINISTERIO DAS CIDADES,2011,nao,nao,532334.83
AL,MACEIO,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,466778.76
AM,MANAUS,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,2206444.5
BA,SALVADOR,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,79842
SP,SAO PAULO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,2606229.8
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,556944.86
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,3470518.61
PR,LONDRINA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,583140
MT,CUIABA,MINISTERIO DO ESPORTE,2011,nao,nao,341250
CE,FORTALEZA,MINISTERIO DA SAUDE,2011,nao,nao,160000
PB,JOAO PESSOA,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,926981.27
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,1465096
SC,FLORIANOPOLIS,"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL",2012,nao,nao,4283983.24
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,153360
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,1022399.99
PB,JOAO PESSOA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,609840
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,332533.33
AP,MACAPA,MINISTERIO DA SAUDE,2011,nao,nao,1112000
AL,MACEIO,MINISTERIO DA CULTURA,2012,nao,nao,2400000
SC,FLORIANOPOLIS,PRESIDENCIA DA REPÚBLICA,2012,nao,nao,1875142.46
RS,PORTO ALEGRE,MINISTERIO DO ESPORTE,2011,nao,nao,3901526.19
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1439513.28
ES,VITORIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,862328.7
AL,MACEIO,MINISTERIO DA CULTURA,2011,nao,nao,1250000
PI,TERESINA,MINISTERIO DA SAUDE,2011,nao,nao,451526.27
PI,TERESINA,MINISTERIO DA SAUDE,2011,nao,nao,310666.37
PE,RECIFE,MINISTERIO DA SAUDE,2011,nao,nao,291216.94
GO,GOIANIA,MINISTERIO DA SAUDE,2011,nao,nao,205000
RR,BOA VISTA,MINISTERIO DA SAUDE,2011,nao,nao,507194.24
MS,CAMPO GRANDE,MINISTERIO DA SAUDE,2011,nao,nao,465178
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,nao,nao,218000
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,nao,nao,175500
MG,BELO HORIZONTE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1635157.7
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,1083333.33
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,nao,nao,20000
AP,MACAPA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,216700
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,3000000
PA,BELEM,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,2170000
DF,BRASILIA,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,1770182.89
CE,FORTALEZA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,300905.16
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,690247
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,1278000
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,779420
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,2094800.29
MS,CAMPO GRANDE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,1668765
PE,RECIFE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,1240493.42
SE,ARACAJU,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,220400.73
AL,MACEIO,MINISTERIO DA SAUDE,2011,nao,nao,350000
AL,MACEIO,MINISTERIO DA SAUDE,2011,nao,nao,222222.22
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1499989.7
BA,SALVADOR,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,1400000
PA,BELEM,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,312956
MG,BELO HORIZONTE,MINISTERIO DOS DIREITOS HUMANOS,2011,nao,nao,2566144.4
CE,FORTALEZA,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2011,nao,nao,2966995.69
AP,MACAPA,MINISTERIO DA JUSTICA,2011,nao,nao,199996.67
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,167386.32
CE,FORTALEZA,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,1650000
RS,PORTO ALEGRE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,2187500
MT,CUIABA,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,60000
MG,BELO HORIZONTE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,960000
RN,NATAL,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,396000
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2011,nao,nao,6400000
CE,FORTALEZA,MINISTERIO DA SAUDE,2011,nao,nao,277750
AL,MACEIO,MINISTERIO DA SAUDE,2011,nao,nao,691561.88
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1646400
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,591000
PR,CURITIBA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2011,nao,nao,537720.99
RN,NATAL,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,592000
RN,NATAL,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,498000
ES,VITORIA,MINISTERIO DO TURISMO,2011,nao,nao,162748.3
PR,CURITIBA,MINISTERIO DA JUSTICA,2011,nao,nao,583098.49
AM,MANAUS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,986392.2
AL,MACEIO,MINISTERIO DO TURISMO,2011,nao,nao,226854.2
MA,SAO LUIS,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,986182.2
ES,VITORIA,MINISTERIO DO TURISMO,2011,nao,nao,201194.24
BA,SALVADOR,MINISTERIO DO TURISMO,2011,nao,nao,289577.66
BA,SALVADOR,MINISTERIO DO TURISMO,2011,nao,nao,443394.13
PE,OLINDA,MINISTERIO DO TURISMO,2011,nao,nao,527351.77
PA,BELEM,MINISTERIO DA CULTURA,2011,nao,nao,4092374.58
GO,GOIANIA,MINISTERIO DO TURISMO,2011,nao,nao,302500
GO,GOIANIA,MINISTERIO DO TURISMO,2011,nao,nao,302500
TO,PALMAS,MINISTERIO DO TURISMO,2011,nao,nao,487500
PE,RECIFE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1409316.15
SP,SAO PAULO,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,1750000
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,nao,nao,215790
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,nao,nao,102386.66
MT,CUIABA,MINISTERIO DA INTEGRACAO NACIONAL,2011,nao,nao,1316564.42
CE,FORTALEZA,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2011,nao,nao,670000
AL,MACEIO,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,858568
AL,MACEIO,MINISTERIO DA INTEGRACAO NACIONAL,2012,nao,nao,4444444.8
PE,RECIFE,MINISTERIO DO ESPORTE,2011,nao,nao,197000
TO,PALMAS,MINISTERIO DA SAUDE,2011,nao,nao,3617283.6
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,281799.16
PB,JOAO PESSOA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,276326
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2011,nao,nao,50000
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,333600
AP,MACAPA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,250000
MG,BELO HORIZONTE,MINISTERIO DA SAUDE,2011,nao,nao,4129515.66
PA,BELEM,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,1761988
PE,RECIFE,MINISTERIO DO ESPORTE,2011,nao,nao,197000
AL,MACEIO,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2011,nao,nao,3324500
ES,CARIACICA,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,1992518.79
AC,RIO BRANCO,MINISTERIO DO ESPORTE,2011,nao,nao,234000
MS,CAMPO GRANDE,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,602944
AM,MANAUS,MINISTERIO DO MEIO AMBIENTE,2011,nao,nao,2000000
DF,BRASILIA,MINISTERIO DO ESPORTE,2011,nao,nao,1269079.28
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,nao,nao,17811773.92
AL,MACEIO,MINISTERIO DO TURISMO,2011,nao,nao,549231.71
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2011,nao,nao,200000
MG,BELO HORIZONTE,MINISTERIO DO TURISMO,2011,nao,nao,500000
BA,SALVADOR,MINISTERIO DO TURISMO,2011,nao,nao,490557.47
BA,SALVADOR,MINISTERIO DO TURISMO,2011,nao,nao,247670.71
BA,SALVADOR,MINISTERIO DO TURISMO,2011,nao,nao,489001.26
MA,SAO LUIS,MINISTERIO DA CULTURA,2011,nao,nao,544745.5
CE,FORTALEZA,MINISTERIO DO TURISMO,2011,nao,nao,225000
PA,BELEM,MINISTERIO DO TURISMO,2011,nao,nao,259319.69
PI,TERESINA,MINISTERIO DO TURISMO,2011,nao,nao,225000
AL,MACEIO,PRESIDENCIA DA REPÚBLICA,2011,nao,nao,466758.5
AL,MACEIO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,nao,nao,42500
RO,PORTO VELHO,MINISTERIO DA CULTURA,2012,nao,nao,185391
PE,RECIFE,MINISTERIO DA SAUDE,2011,nao,nao,245000
