UF,Municipio,órgão_Concedente,Ano_de_Vigencia,Nome_Ministro,Partido_Ministro,Partido_Governador,Governo_Base_Aliada,Partido_Ministro_Partido_Governador,UFMinistro_Ufdestino,Transferencia_percapita,Vl_Liberado
AC,RIO BRANCO,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,0.180148813830064,124506.61
PE,RECIFE,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2011,Mendes Ribeiro Filho,PMDB,PSB,sim,nao,nao,0.014017231967817,124260
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.039521395895703,124000
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.156941960584786,124000
PR,LONDRINA,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PMDB,sim,sim,nao,0.0118778485882746,124000
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.00762933370052365,123834.5
PE,RECIFE,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0140477189312093,123764
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2011,Maria do Rosário,PT,PSB,sim,nao,nao,0.0391374725217684,122900
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.163992631050075,122400
AC,RIO BRANCO,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.176911501710238,122269.2
MS,DOURADOS,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PMDB,sim,nao,nao,0.046570982384335,122000
MS,CAMPO GRANDE,MINISTERIO DO ESPORTE,2012,Aldo Rebelo,PCdoB,PMDB,sim,nao,nao,0.0486509855142813,121875
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0321468136737708,121875
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0321468136737708,121875
PB,JOAO PESSOA,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0321468136737708,121875
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0387460595825825,121670.88
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.00829377065433366,121398.94
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,sim,nao,nao,0.162609760509127,121367.86
GO,GOIANIA,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PP,sim,nao,nao,0.0201863910080621,121200
BA,SALVADOR,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2014,Neri Geller,PP,PT,sim,nao,nao,0.00800897121986496,121146.67
RN,NATAL,MINISTERIO DA CULTURA,2010,Juca Ferreira,PV,PSB,sim,nao,nao,0.038178952714422,120956
BA,SALVADOR,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.00851403927425802,120689.41
PB,CAMPINA GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0317981193289724,120553.03
RJ,RIO DE JANEIRO,MINISTERIO DO TURISMO,2012,Gastão Vieira,PMDB,PMDB,sim,sim,nao,0.00742491466367739,120516.5
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.00727725470367898,120438.74
SP,SAO PAULO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSDB,nao,nao,sim,0.00286565075827508,120074.26
AC,RIO BRANCO,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.173628192588391,120000
GO,GOIANIA,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2010,Guilherme Cassel ,PT,PP,sim,nao,nao,0.0199865257505565,120000
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0381518603006049,120000
TO,PALMAS,MINISTERIO DO TRABALHO E PREVIDENCIA SOCIAL,2009,Carlos Lupi,PDT,PMDB,sim,nao,nao,0.0928744298793159,119998.5
BA,VITORIA DA CONQUISTA,MINISTERIO DO ESPORTE,2008,Orlando Silva,PCdoB,PT,sim,nao,nao,0.00826994516491037,119935.5
PI,TERESINA,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PSB,sim,nao,nao,0.0374041902916001,119495.84
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.0503687908229535,118895.43
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0140698823575367,118863.14
BA,SALVADOR,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,sim,sim,nao,0.00789160122644456,118722.33
SE,ARACAJU,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0566855553902008,118460.51
DF,BRASILIA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0424274480860547,118362.44
PR,CASCAVEL,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2008,Guilherme Cassel ,PT,PMDB,sim,nao,nao,0.0111619946763834,118207.41
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0455689841295977,117899.22
TO,PALMAS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,sim,nao,nao,0.0912479460950071,117897
ES,VITORIA,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0303257281954488,117816.94
PE,RECIFE,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,sim,nao,nao,0.0127792106249084,117678
PB,JOAO PESSOA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0309488816205951,117333.4
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,0.0373013027270632,117324.72
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.0083121076873193,117178.55
MT,CUIABA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0375502289319675,116981.58
PR,CASCAVEL,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSDB,nao,nao,sim,0.0110413135868622,116792.31
CE,FORTALEZA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0136747651657234,116646.54
MT,CUIABA,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0366259777701169,116548
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PDT,sim,nao,nao,0.174086907366504,116410
BA,SALVADOR,MINISTERIO DA SAUDE,2014,Arthur Chioro,PT,PT,sim,sim,nao,0.00769517024275023,116400
RN,MOSSORO,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PSB,sim,nao,nao,0.0366927651080305,116247.56
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.046908553931699,116216.13
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.0369062020617901,116082
RO,PORTO VELHO,MINISTERIO DA JUSTICA,2014,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0663414031549913,116000
BA,SALVADOR,MINISTERIO DO ESPORTE,2011,Aldo Rebelo,PCdoB,PT,sim,nao,nao,0.00821391961160313,115794.36
AP,MACAPA,MINISTERIO DA CULTURA,2010,Juca Ferreira,PV,PDT,sim,nao,nao,0.173014959121505,115693.2
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0367644043143395,115636
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0367644043143395,115636
AP,MACAPA,MINISTERIO DA INTEGRACAO NACIONAL,2010,Geddel Vieira Lima,PMDB,PDT,sim,nao,nao,0.172726035571095,115500
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.0154756682124392,115000
PA,BELEM,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.0154756682124392,115000
RN,NATAL,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PSB,sim,nao,nao,0.036298981134946,115000
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0363908340155628,114461
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.036390357117309,114459.5
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.029997313357645,114444.88
BA,ILHEUS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PT,sim,sim,nao,0.00814467452397159,114200
AC,RIO BRANCO,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,sim,sim,nao,0.146819616646254,114000
MS,CAMPO GRANDE,SEC.ESPEC.DE AGRIC.FAMIL.E DO DESENV.AGRARIO,2012,Pepe Vargas,PT,PMDB,sim,nao,nao,0.0455073833733585,114000
RJ,CAMPOS DOS GOYTACAZES,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2009,Reinhold Stephanes,PMDB,PMDB,sim,sim,nao,0.00712035886108986,114000
RN,NATAL,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0363201628281511,113956
RJ,RIO DE JANEIRO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.00701727796768787,113900
GO,GOIANIA,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PP,sim,nao,nao,0.0189605474309403,113839.98
RS,PORTO ALEGRE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0105997929705006,113765.14
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.149527007614795,113459
RS,PORTO ALEGRE,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0105367020815689,113088
SP,SAO PAULO,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PSDB,nao,nao,sim,0.00273992925461358,113028
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0436236664993087,112866.16
BA,SALVADOR,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.00749759657200676,112794.87
AM,MANAUS,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PMDB,sim,nao,nao,0.0323855329757476,112732
CE,FORTALEZA,MINISTERIO DOS DIREITOS HUMANOS,2015,Nilma Lino Gomes,sem_partido,PT,sim,nao,nao,0.0126559075627166,112694.01
PI,TERESINA,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PT,sim,sim,nao,0.0357832656402756,112550
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.0459307217737342,112500
CE,FORTALEZA,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PSB,sim,nao,nao,0.0133166746665357,112500
BA,FEIRA DE SANTANA,MINISTERIO DA EDUCACAO,2014,José Henrique Paim,PT,PT,sim,sim,nao,0.00742544262599403,112320
AP,MACAPA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.164026532183937,112243.52
MS,DOURADOS,MINISTERIO DA EDUCACAO,2010,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0458174668206673,112222.6
MS,CAMPO GRANDE,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PMDB,sim,nao,nao,0.0474846748440371,112087.48
GO,GOIANIA,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PP,sim,nao,nao,0.0188988070128073,112000
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PT,sim,nao,nao,0.00798777186238895,112000
BA,SALVADOR,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.00790104449691898,112000
MS,DOURADOS,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0447090082264575,112000
CE,FORTALEZA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,sim,nao,nao,0.0131027728860109,112000
GO,GOIANIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PP,sim,nao,nao,0.0188988070128073,112000
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PMDB,sim,nao,nao,0.0164729778677748,111922.37
TO,PALMAS,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PMDB,sim,nao,nao,0.086510749188693,111776.3
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PSB,sim,nao,nao,0.012677838192216,111695
PB,JOAO PESSOA,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0294458219033551,111635
PE,RECIFE,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0126440196516424,111397.05
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PDT,sim,nao,nao,0.0174921605280112,111375
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2016,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.00533145917497836,111262.76
MA,SAO LUIS,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PDT,sim,nao,nao,0.0174585787209261,111161.18
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PT,sim,sim,nao,0.151686765566811,111155
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2013,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0506220902852989,111149
AC,RIO BRANCO,"MINIST. DA INDUSTRIA, COM.EXTERIOR E SERVICOS",2009,Miguel Jorge,sem_partido,PT,sim,nao,nao,0.160819669759178,111147.62
PA,BELEM,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PT,sim,nao,nao,0.0149535326240543,111120
SE,ARACAJU,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.0506088824236153,111120
AP,MACAPA,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PDT,sim,nao,nao,0.177322700439987,111112
PI,TERESINA,PRESIDENCIA DA REPÚBLICA,2011,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0353833036166655,111111.11
RS,PORTO ALEGRE,MINISTERIO DA CULTURA,2012,Marta Suplicy,PT,PT,sim,sim,nao,0.0103161457162612,111111.11
BA,SALVADOR,"MINISTÉRIO DA CIÊNCIA, TECNOLOGIA, INOVAÇÕES E COMUNICAÇÕES",2008,Sérgio Machado Rezende,PSB,PT,sim,nao,nao,0.00766070852934737,111100
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2009,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.0174332643646172,111000
PE,RECIFE,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PSB,sim,nao,nao,0.0125751170000055,110790
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PT,sim,sim,nao,0.0351730743245928,110630.75
DF,BRASILIA,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0396074968429195,110495.45
AC,RIO BRANCO,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.159858391739928,110483.25
SE,ARACAJU,MINISTERIO DA SAUDE,2011,Alexandre Padilha,PT,PT,sim,sim,nao,0.0528475923098236,110440
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0523007844643931,110400
MS,CAMPO GRANDE,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PMDB,sim,nao,nao,0.0440044421593174,110235
PE,OLINDA,MINISTERIO DO TURISMO,2013,Gastão Vieira,PMDB,PSB,sim,nao,nao,0.0119671392347329,110200
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.0350268414233823,110170.8
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.035004331825805,110100
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0349725386088878,110000
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0148028130727679,110000
AC,RIO BRANCO,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.159159176539359,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PDT,sim,nao,nao,0.0172762079288999,110000
MA,SAO LUIS,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PDT,sim,nao,nao,0.0172762079288999,110000
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,sim,sim,nao,0.00731181855097438,110000
PI,TERESINA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2012,Tereza Campello,PT,PSB,sim,nao,nao,0.0348018886668599,110000
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0148001216522093,109980
MG,BELO HORIZONTE,MINISTERIO DA JUSTICA,2015,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.00526827149861415,109944.09
RR,BOA VISTA,MINISTERIO DA DEFESA,2015,Aldo Rebelo,PCdoB,PP,sim,nao,nao,0.217263188079064,109862.39
TO,PALMAS,MINISTERIO DA JUSTICA,2010,Luiz Paulo Barreto,sem_partido,PMDB,sim,nao,nao,0.0792999400774728,109707.74
SP,SAO PAULO,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSDB,nao,nao,sim,0.00261090256109255,109400
SP,CAMPINAS,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PSDB,nao,nao,sim,0.00250478263748289,109368
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2015,Tereza Campello,PT,PMDB,sim,nao,nao,0.0278123346813706,109300
RJ,RIO DE JANEIRO,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PMDB,sim,nao,nao,0.00673295191131491,109285
PE,RECIFE,MINISTERIO DA EDUCACAO,2013,Aloizio Mercadante,PT,PSB,sim,nao,nao,0.0118495224546753,109116.92
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,sim,sim,nao,0.157858484341631,109101.05
SE,ARACAJU,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.0516678786489154,109064.02
RJ,NITEROI,"MINISTÉRIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",2010,Wagner Rossi,PMDB,PMDB,sim,sim,nao,0.00680804295072593,108885
AM,MANAUS,MINISTERIO DO DESENVOLVIMENTO SOCIAL,2009,Patrus Ananias,PT,PMDB,sim,nao,nao,0.0320703407144935,108826.5
PI,TERESINA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0343969212351,108720
PR,MARINGA,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PMDB,sim,nao,nao,0.0101730757299546,108712
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.00741281012072939,108504
PI,TERESINA,MINISTERIO DO TURISMO,2010,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.03469364526942,108210
PI,TERESINA,MINISTERIO DAS CIDADES,2009,Marcio Fortes de Almeida,PP,PT,sim,nao,nao,0.0343083465142712,107910.9
AC,RIO BRANCO,MINISTERIO DOS DIREITOS HUMANOS,2015,Nilma Lino Gomes,sem_partido,PT,sim,nao,nao,0.134239271797718,107863
PI,TERESINA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.03427308783671,107800
PI,TERESINA,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.034292231132092,107684.91
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2010,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0127283735723785,107530
PI,TERESINA,MINISTERIO DA CULTURA,2013,Marta Suplicy,PT,PSB,sim,nao,nao,0.0337526372682831,107474
MA,SAO LUIS,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PDT,sim,nao,nao,0.0163364046636649,107325
PE,RECIFE,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PSB,sim,nao,nao,0.0121449365375989,107000
MA,SAO LUIS,MINISTERIO DOS DIREITOS HUMANOS,2010,Paulo Vannuchi,PT,PDT,sim,nao,nao,0.0162351821237037,106660
PE,RECIFE,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0119359159998155,106600
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2012,Maria do Rosário,PT,PSB,sim,nao,nao,0.0297926226646958,106600
ES,VITORIA,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PSB,sim,nao,nao,0.0276738398996084,106250
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.139704738885536,106006
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PSB,sim,nao,nao,0.0277838136219844,106000
GO,GOIANIA,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PP,sim,nao,nao,0.0178806337849923,105966
CE,FORTALEZA,PRESIDENCIA DA REPÚBLICA,2009,Franklin Martins,sem_partido,PSB,sim,nao,nao,0.0123638221209669,105683.59
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2009,Geddel Vieira Lima,PMDB,PT,sim,nao,nao,0.0335595081589343,105555.56
PI,TERESINA,MINISTERIO DA INTEGRACAO NACIONAL,2010,João Santana,PMDB,PT,sim,nao,nao,0.033842591330917,105555.55
SE,ARACAJU,MINISTERIO DA SAUDE,2013,Alexandre Padilha,PT,PT,sim,sim,nao,0.0480260167548557,105448.9
PI,TERESINA,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PSB,sim,nao,nao,0.0333205304567147,105317.8
AC,RIO BRANCO,PRESIDENCIA DA REPÚBLICA,2012,Gilberto Carvalho,PT,PT,sim,sim,nao,0.138774305271842,105300
AC,RIO BRANCO,MINISTERIO DA JUSTICA,2013,José Eduardo Cardozo,PT,PT,sim,sim,nao,0.135614961691671,105300
BA,SALVADOR,MINISTERIO DOS DIREITOS HUMANOS,2013,Maria do Rosário,PT,PT,sim,sim,nao,0.00699940448561456,105300
BA,SALVADOR,MINISTERIO DA SAUDE,2012,Alexandre Padilha,PT,PT,sim,sim,nao,0.0074257938486277,105263.16
BA,SALVADOR,MINISTERIO DA CULTURA,2014,Marta Suplicy,PT,PT,sim,sim,nao,0.0069589064025998,105263
MA,SAO LUIS,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PCdoB,sim,nao,nao,0.0152209344951893,105089
PE,RECIFE,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PSB,sim,nao,nao,0.0119179329181808,105000.04
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2009,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0141286122228173,104990
PE,RECIFE,MINISTERIO DA JUSTICA,2011,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0117822595719273,104447.41
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2012,Aloizio Mercadante,PT,PT,sim,sim,nao,0.0073323498884436,103938.56
MT,CUIABA,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PMDB,sim,nao,nao,0.0337612675731226,103845
AC,RIO BRANCO,MINISTERIO DA EDUCACAO,2011,Fernando Haddad,PT,PT,sim,sim,nao,0.139058998492715,103790.16
PE,RECIFE,MINISTERIO DO ESPORTE,2009,Orlando Silva,PCdoB,PSB,sim,nao,nao,0.0117760482782793,103750
SC,FLORIANOPOLIS,MINISTERIO DA SAUDE,2015,Marcelo Castro,PMDB,PSD,sim,nao,nao,0.0151944908412876,103614.12
PA,BELEM,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2010,Guilherme Cassel ,PT,PT,sim,sim,nao,0.0136516783301384,103590
PI,TERESINA,MINISTERIO DA JUSTICA,2009,Tarso Genro,PT,PT,sim,sim,nao,0.0328919904938281,103456
ES,VITORIA,MINISTERIO DO DESENVOLVIMENTO AGRARIO,2012,Pepe Vargas,PT,PSB,sim,nao,nao,0.028861798842783,103269.45
ES,VITORIA,MINISTERIO DA JUSTICA,2012,José Eduardo Cardozo,PT,PSB,sim,nao,nao,0.0288248431345752,103137.22
PI,TERESINA,MINISTERIO DA SAUDE,2009,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.0327044105140168,102866
BA,VITORIA DA CONQUISTA,MINISTERIO DA EDUCACAO,2015,Aloizio Mercadante,PT,PT,sim,sim,nao,0.00674064686152939,102484.35
BA,SALVADOR,MINISTERIO DO TURISMO,2009,Luiz Barretto Filho,PT,PT,sim,sim,nao,0.0070003724714368,102467
AC,RIO BRANCO,MINISTERIO DA SAUDE,2010,José Gomes Temporão,PMDB,PT,sim,nao,nao,0.139825107499662,102462.86
AC,RIO BRANCO,MINISTERIO DO TURISMO,2011,Gastão Vieira,PMDB,PT,sim,nao,nao,0.137178576452855,102386.66
PB,JOAO PESSOA,PRESIDENCIA DA REPÚBLICA,2015,Miguel Rossetto,PT,PSB,sim,nao,nao,0.0257232285769958,102177.86
